"x","ppi","psi","ii","e","r"
-1.93502038341374e-24,-2.25574529040026e-25,-1.41585385048159e-25,1.47433687221038e-24,0,1.5313364586773e-24
-4.1430212228024e-25,-5.69995864669252e-26,-6.05873853269574e-26,1.22122030630377e-25,0,1.34565865942642e-25
-3.13304377296148e-25,-1.24438353122653e-26,-1.88427745303468e-26,4.56834624180048e-25,0,4.52484015169149e-25
9.86361169158034e-26,4.35060901089819e-27,5.44710766171042e-29,-1.70157767183079e-25,0,-1.74314684649098e-25
-4.47016324997827e-26,4.15691746601919e-27,1.14502100168395e-26,4.83124835568023e-25,0,4.73134827934939e-25
3.89258369670784e-25,9.99000763308381e-27,1.5903284856348e-26,-8.48099298629588e-25,0,-8.54563936999566e-25
-4.87787223651672e-25,6.46463836997791e-27,3.87474831430905e-27,8.27799443118294e-25,0,8.10559746999444e-25
2.77905498725121e-25,1.723969611885e-26,-7.79325977548565e-27,6.28332877315612e-26,0,5.5319734469314e-26
3.39170567858661e-25,7.51355326224715e-27,-6.4745005516665e-27,-3.93076785015702e-25,0,-3.8386564651514e-25
-3.89724065309127e-26,-9.21113850056252e-27,6.09128295948872e-28,-4.00873191905162e-26,0,-3.55671768258859e-26
-6.78967119186403e-26,-4.52014236463028e-27,-2.92921475348615e-27,3.71070623173823e-25,0,3.62341502760474e-25
3.24091031358105e-25,8.72912041334818e-27,-5.95145896496756e-27,-3.44099789299059e-25,0,-3.43984648829188e-25
-2.83835697409618e-26,-1.15140469870727e-28,-1.86748374836492e-27,1.65409908928503e-25,0,1.60395280198792e-25
1.2697830805191e-25,5.01462872971159e-27,1.80379312473341e-28,-7.99350977627113e-26,0,-7.96789449393584e-26
3.01920634106881e-26,-2.56152823352883e-28,-2.93591999895815e-27,1.5034544369643e-25,0,1.50188965547716e-25
1.67369271379685e-25,1.56478148714569e-28,-1.42976435797815e-27,-2.19696126026564e-25,0,-2.16953163925584e-25
-4.4491376416638e-26,-2.74296210098028e-27,3.64953196997286e-27,-3.36603094471987e-26,0,-3.54031631392262e-26
-8.97526568100544e-26,1.74285369202746e-27,6.46681363562772e-27,7.41411068142644e-26,0,6.28163335776677e-26
-2.282195090699e-26,1.13247732365966e-26,-1.34936689694145e-27,-6.76730338371201e-26,0,-6.88652234727772e-26
-6.72797425720717e-26,1.19218963565707e-27,-1.50495880491799e-27,1.60022795940583e-25,0,1.58837369304222e-25
8.72304955475538e-26,1.18542663636086e-27,-1.98285116500547e-27,-1.01963560982604e-25,0,-1.02431323962297e-25
-2.22014590345532e-26,4.67762979693221e-28,3.0076691829224e-28,9.62797191917618e-26,0,9.06645336497265e-26
5.86429967885007e-26,5.61518554203529e-27,-2.97927823109196e-27,1.02435994751673e-26,0,6.30011888596654e-27
6.09903125010001e-26,3.94348058920073e-27,-6.82718322272564e-27,-2.69218717281595e-26,0,-2.8455992892073e-26
3.29346989702463e-26,1.53412116391353e-27,-6.31573268891518e-27,4.00750119203925e-26,0,4.27329326346743e-26
8.15098707818154e-26,-2.65792071428179e-27,-3.1645730825253e-27,-1.64956477371305e-25,0,-1.58875640029908e-25
-8.36520526144502e-26,-6.08083734139759e-27,4.63836514093225e-28,6.08905084760918e-26,0,5.8337739155283e-26
-1.70971611251538e-26,2.55276932080887e-27,2.91100796271982e-28,1.06849514216056e-25,0,1.0422016520213e-25
8.67552592374527e-26,2.62934901392607e-27,-9.16232522834305e-29,-5.84719029018829e-26,0,-5.72094412344177e-26
3.0489374608807e-26,-1.26246166746516e-27,1.04566377807837e-27,-1.51618098203681e-27,0,-2.73986657785479e-27
2.60961523756628e-26,1.22368559581798e-27,9.2185626234604e-28,1.20849402893552e-27,0,-1.01766271872811e-27
2.24174532333741e-26,2.22615674766363e-27,-1.16268306483222e-27,-3.70444576462018e-26,0,-3.58468751659592e-26
-1.19111564082359e-26,-1.1975824802426e-27,-1.20517757757129e-27,4.3886871580336e-26,0,4.4533369694072e-26
3.22199045158615e-26,-6.46498113735976e-28,1.37283488294455e-28,-6.03534309888106e-26,0,-5.95503808789838e-26
-3.06902098130357e-26,-8.0305010982685e-28,2.6390596730763e-28,6.04069570597523e-26,0,5.94342171866077e-26
3.14979463724557e-26,9.72739873144547e-28,9.77079872014789e-29,-2.13149896645605e-26,0,-2.11400803181299e-26
1.14718375360395e-26,-1.74909346430603e-28,-1.63315585203132e-28,-5.7184756686617e-27,0,-6.20537685495354e-27
5.84759747511196e-27,4.8690118629184e-28,-9.86147944639066e-28,3.85002779013698e-26,0,3.69267568435584e-26
3.92800033504926e-26,1.57352105781139e-27,-1.70613075799749e-27,-3.63239397974677e-26,0,-3.43606084018941e-26
4.44824990351523e-27,-1.96333139557368e-27,-3.98678428140592e-28,-2.432423941004e-26,0,-2.38259792574551e-26
-1.90929208596857e-26,-4.98260152584965e-28,7.74344461043498e-28,4.14687238718972e-26,0,3.91235498115516e-26
1.8000991573963e-26,2.34517406034563e-27,-1.39652093236559e-27,4.52940871174233e-27,0,4.28656562009545e-27
2.44961628669072e-26,2.42843091646884e-28,-1.09650418786082e-27,-1.63305328903955e-26,0,-1.60927562734402e-26
6.03427796091791e-27,-2.37776616955292e-28,-7.4375096758041e-28,1.47658778405506e-26,0,1.3636468946997e-26
1.81162059032471e-26,1.12940889355367e-27,-1.61377630233655e-27,-2.78545558695794e-26,0,-2.76795073711603e-26
-9.73084905901497e-27,-1.75048498419078e-28,-1.24835495284625e-27,2.12573699091515e-26,0,2.04773637497207e-26
1.01636112953086e-26,7.80006159430731e-28,-1.49964493549724e-27,-1.80489335554756e-26,0,-1.60713214916794e-26
-7.02749235919005e-27,-1.97761206379628e-27,1.61358768157262e-28,-3.39552002689712e-27,0,-2.81937792755187e-27
-1.1644197577151e-26,-5.7614209934525e-28,6.93003941326146e-28,1.6193718077153e-26,0,1.56955024045219e-26
5.33003168039383e-27,4.98215672631047e-28,3.86621071501383e-28,-1.06207746667746e-26,0,-1.07678486152394e-26
-6.10057058812666e-27,1.4707394846477e-28,6.1720865540117e-28,1.76959354411657e-26,0,1.71414408666178e-26
1.04033649696298e-26,5.54494574547964e-28,3.59050878790869e-28,-2.33607420626616e-26,0,-2.33020520205865e-26
-1.14299977672592e-26,-5.86900420750868e-29,1.49027339649904e-28,2.36672897800525e-26,0,2.32154694814247e-26
1.07968817129264e-26,4.5182029862782e-28,1.25018299740122e-28,-1.72046621290848e-26,0,-1.6970217118155e-26
-7.02699094332903e-27,-2.34445010929807e-28,7.40460251455057e-28,5.37104801782645e-27,0,5.04818153759674e-27
-2.47991295583078e-27,3.22866480229716e-28,4.65101212102394e-28,1.02985973831498e-26,0,9.61824667065524e-27
7.43854926871395e-27,6.80350712494572e-28,2.46102544512561e-28,-7.80587083698388e-27,0,-8.00539713107414e-27
-2.45393062013704e-28,1.99526294090269e-28,4.56156266586874e-29,-4.00860841397911e-27,0,-4.34228392743991e-27
-4.37457445256886e-27,3.33675513460799e-28,-4.66554151708033e-29,2.02358906232008e-26,0,1.94182246584856e-26
1.54543153342701e-26,8.17665964715256e-28,-4.60930078167823e-28,-2.08224155162006e-26,0,-2.02296774881885e-26
-4.21608160057653e-27,-5.9273802801208e-28,-2.61215211461874e-28,5.76744350277775e-27,0,6.26995801429732e-27
2.3766559040419e-27,-5.02514511519574e-28,2.0906302371092e-28,9.55831715874862e-28,0,8.46943220854464e-28
2.81849554168299e-27,1.08888495020398e-28,2.54648016046429e-28,1.3373276007103e-26,0,1.30117873584109e-26
1.5075760052862e-26,3.61488648692102e-28,7.41613013814004e-29,-7.62388484152855e-27,0,-7.66885381313429e-27
6.73973360507644e-27,4.49689716057351e-29,1.13818075965713e-28,-6.57462437122344e-27,0,-6.37682540758911e-27
1.02509422335435e-28,-1.97798963634335e-28,2.50411480239286e-28,2.43650963888068e-27,0,2.24144276862048e-27
1.94302296384819e-27,1.95066870260199e-28,1.79408798006229e-28,-2.07266696513801e-27,0,-2.31607554968933e-27
-1.7465325793331e-29,2.43408584551324e-28,6.87451214462579e-29,6.5412867074513e-27,0,6.20642930946431e-27
6.06855674540371e-27,3.34857397986991e-28,-7.04441768431963e-29,-4.33814421625608e-27,0,-4.47719828718005e-27
1.2786990306703e-27,1.39054070923968e-28,-1.02078618137949e-28,-2.77204240332313e-27,0,-2.8031051466079e-27
-1.50448088540229e-27,3.10627432847729e-29,-7.05864071457475e-29,4.39699077850729e-27,0,4.30113603244112e-27
3.19907484155041e-27,9.58547460661646e-29,-4.65543177665761e-29,-3.6177131284091e-27,0,-3.56655226419645e-27
-4.72841452326513e-28,-5.11608642126462e-29,6.24120737849881e-29,3.78392142352519e-27,0,3.74123654351972e-27
3.43175384092506e-27,4.26848800054771e-29,1.61433900489952e-28,-1.19449309000028e-27,0,-1.34052078887174e-27
1.42693577175222e-27,1.46027698871465e-28,1.0051902188616e-28,1.2227148488851e-27,0,1.06751711670208e-27
2.26811774771545e-27,1.5519773218302e-28,5.10652417909074e-29,-1.24322096829158e-27,0,-1.40594995284947e-27
5.61347201808964e-28,1.62728984557891e-28,2.75174485611109e-29,8.24047648314232e-28,0,6.37423471508871e-28
1.0293256810259e-27,1.86624176805361e-28,4.58998638258236e-29,9.80134673759017e-28,0,8.99013386935437e-28
1.591660722396e-27,8.11212868235796e-29,7.31979730403931e-29,-1.77304830057262e-27,0,-1.82948988037527e-27
-2.44894047546583e-28,5.64415798026418e-29,7.66210155992531e-29,1.15316072551938e-28,0,4.07516992357758e-29
-2.568978753704e-28,7.45643733161618e-29,6.01330164978963e-29,3.09375333730589e-27,0,2.94746745962606e-27
2.52513134138285e-27,1.46285877679832e-28,4.82986780323488e-29,-2.36564810850464e-27,0,-2.36564810850464e-27
0,0,0,0,0,0
