"","C","ii","A","ppi","m","psi"
"122",1.57555455793101e-05,-1.78676518025611e-14,1.57555455793101e-05,1.75061603624935e-06,1.57555455571057e-05,0
"123",1.41799909147977e-05,5.3776427755281e-15,1.41799909147977e-05,1.5755544336152e-06,1.41799908925933e-05,0
"124",1.27619917078547e-05,-1.49186218934005e-14,1.27619917300592e-05,1.417999010668e-06,1.27619917078547e-05,0
"125",1.14857924726763e-05,-8.67361737988404e-16,1.14857924726763e-05,1.2761990963381e-06,1.14857924726763e-05,0
"126",1.03372131743384e-05,-2.42861286636753e-15,1.03372131743384e-05,1.14857917176443e-06,1.0337213152134e-05,0
"127",9.303491799173e-06,-1.73472347597681e-16,9.303491799173e-06,1.03372128439269e-06,9.303491799173e-06,0
"128",8.37314257928767e-06,-4.33680868994202e-15,8.37314257928767e-06,9.30349163435628e-07,8.37314255708321e-06,0
"129",7.53582829471355e-06,-1.38777878078145e-15,7.53582829471355e-06,8.37314205750821e-07,7.53582829471355e-06,0
"130",6.78224543193551e-06,-1.05818132034585e-14,6.78224543193551e-06,7.53582808328385e-07,6.78224540973105e-06,0
"131",6.1040208665375e-06,1.12757025938492e-14,6.1040208665375e-06,6.78224527466407e-07,6.1040208665375e-06,0
"132",5.49361875989973e-06,9.19403442267708e-15,5.49361878210419e-06,6.10402051496906e-07,5.49361875989973e-06,0
"133",4.94425687058708e-06,7.63278329429795e-15,4.94425689279154e-06,5.49361864569253e-07,4.94425687058708e-06,0
"134",4.4498311702057e-06,-2.13370987545147e-14,4.44983119241016e-06,4.9442566714631e-07,4.4498311702057e-06,0
"135",4.00484805318513e-06,-3.64291929955129e-15,4.00484805318513e-06,4.44983101302995e-07,4.00484805318513e-06,0
"136",3.60436323010305e-06,2.48065457064683e-14,3.60436325230751e-06,4.00484788575535e-07,3.60436323010305e-06,0
"137",3.2439269048723e-06,-1.11022302462516e-14,3.2439269048723e-06,3.60436332286295e-07,3.24392688266784e-06,0
"138",2.91953419218061e-06,-2.27248775352962e-14,2.91953421438507e-06,3.2439267228344e-07,2.91953421438507e-06,0
"139",2.62758077518299e-06,-2.13370987545147e-14,2.62758079738745e-06,2.91953392455841e-07,2.62758077518299e-06,0
"140",2.3648226932238e-06,3.08780778723872e-14,2.36482271542826e-06,2.62758064900055e-07,2.3648226932238e-06,0
"141",2.1283404372241e-06,8.67361737988404e-16,2.1283404372241e-06,2.36482294852498e-07,2.12834039281518e-06,0
"142",1.91550637573812e-06,-1.70002900645727e-14,1.91550639794258e-06,2.12834047468827e-07,1.91550635353366e-06,0
"143",1.72395573372341e-06,2.42861286636753e-15,1.72395575592788e-06,1.915506255088e-07,1.72395573372341e-06,0
"144",1.55156016923286e-06,1.73472347597681e-15,1.55156016923286e-06,1.72395574849117e-07,1.55156016923286e-06,0
"145",1.39640414786868e-06,-5.89805981832114e-15,1.39640414786868e-06,1.55156014623558e-07,1.39640414786868e-06,0
"146",1.2567637375227e-06,-1.73472347597681e-14,1.2567637375227e-06,1.39640408015673e-07,1.2567637375227e-06,0
"147",1.1310873571091e-06,-6.93889390390723e-16,1.1310873571091e-06,1.25676381073457e-07,1.13108733490463e-06,0
"148",1.0179786125164e-06,-7.63278329429795e-15,1.01797863472086e-06,1.13108725916001e-07,1.0179786125164e-06,0
"149",9.16180753485207e-07,-1.11022302462516e-14,9.16180753485207e-07,1.01797874005009e-07,9.16180753485207e-07,0
"150",8.24562662593564e-07,-1.12757025938492e-14,8.24562684798025e-07,9.16180774344681e-08,8.24562662593564e-07,0
"151",7.42106420759114e-07,-9.71445146547012e-15,7.42106420759114e-07,8.24562433065923e-08,7.42106398554654e-07,0
