"","C","phi","ppi","ppitil","F","D","A","ii","v","r"
"38",0.0201438409290322,-0.0136472121429532,-0.00151823334054727,-0.0151719701479869,-0.0689226903040518,-0.0552762935921103,0.02241901559219,-0.00341469529912871,0,-0.00227599786304513
"39",0.0181291755139812,-0.0122831669866152,-0.00136631620133471,-0.0136547681672816,-0.0620309387264206,-0.0497484322547925,0.0201768878760333,-0.00307313442111674,0,-0.002048379097794
"40",0.0163160301022813,-0.0110553978738159,-0.00122960860434729,-0.0122892873143043,-0.0558282639189667,-0.0447734010717848,0.018159015903918,-0.00276574699219229,0,-0.00184352581676945
"41",0.0146842425329696,-0.00995030161564658,-0.00110658620656395,-0.0110603553035826,-0.050245776923552,-0.0402959086843735,0.0163429659359782,-0.00248911236743615,0,-0.00165916078562834
"42",0.01321566879251,-0.00895563070133498,-0.00099587774352147,-0.00995431711002803,-0.0452214741148982,-0.0362661944497855,0.0147085491579491,-0.002240152593775,0,-0.00149323462391468
"43",0.0118939808328111,-0.00806035861292687,-0.000896249598956172,-0.00895888323703131,-0.0406995493460682,-0.0326394750709058,0.0132375968937559,-0.00201609802154643,0,-0.00134390299481882
"44",0.0107044846774595,-0.0072545584403727,-0.000806591940771524,-0.00806299315896375,-0.0366297747498079,-0.0293754466190732,0.0119137583529216,-0.00181445637751337,0,-0.00120950608077491
"45",0.00963395677360257,-0.00652929349952425,-0.000725906262251768,-0.00725669241999904,-0.0329669433552726,-0.0264378364008944,0.0107223186484928,-0.00163298494897969,0,-0.0010885501152616
"46",0.00867049675470355,-0.00587651877730355,-0.000653294184544196,-0.00653102202428091,-0.0296703673581589,-0.0237939996750147,0.00965003505002393,-0.0014696655644313,0,-0.000979690764435494
"47",0.00780339496384563,-0.0052889921451249,-0.000587947391072691,-0.00587791888689848,-0.0267034264954225,-0.0214145567277724,0.00868498964108344,-0.00132268208804555,0,-0.000881718173358604
"48",0.00702301325496979,-0.00476019437700703,-0.000529138578750112,-0.00529012624101988,-0.0240331615269929,-0.0192730662655349,0.007816456734977,-0.0011904001746145,0,-0.000793543509295437
"49",0.00632067773809197,-0.00428425710903291,-0.000476213322012538,-0.00476111300414805,-0.021629908324261,-0.0173457314874947,0.00703478356862686,-0.00107134905684945,0,-0.00071418685260196
"50",0.00568858226985824,-0.00385589795379726,-0.000428582757109088,-0.00428500120829289,-0.0194669685136484,-0.0156111355677502,0.00633128294265095,-0.000964205160284594,0,-0.000642766299740367
"51",0.00511970161090058,-0.00347036206680418,-0.000385717003228923,-0.00385650068729371,-0.0175203130262536,-0.0140500036018398,0.00569813661048801,-0.000867777361944662,0,-0.000578488157055671
"52",0.00460771328030241,-0.00312336952452696,-0.000347139245899804,-0.00347085029591687,-0.0157683152685273,-0.012644988369126,0.00512830833880873,-0.000780993727405623,0,-0.000520638116044857
"53",0.00414692723531562,-0.00281106793866837,-0.000312420415399052,-0.00312376500660738,-0.0141915109570734,-0.0113804775280668,0.00461546567034343,-0.000702889577266358,0,-0.000468573312006571
"54",0.0037322225914016,-0.00252998979033414,-0.000281174400344315,-0.00281138829747452,-0.0127723819538961,-0.0102424200982831,0.00415390951733485,-0.000632596750113797,0,-0.000421715176922043
"55",0.00335899067707146,-0.00227701401256386,-0.000253053742038488,-0.00253024930102486,-0.0114951617057213,-0.00921817030048455,0.00373851080097687,-0.000569333941136813,0,-0.000379543008075309
"56",0.00302308378896665,-0.00204933140289798,-0.000227745761303394,-0.00227722423823407,-0.0103456601290408,-0.0082963470167452,0.00336465343155901,-0.00051239800878105,0,-0.000341588179833418
"57",0.00272076907583685,-0.00184441348214381,-0.000204969074179811,-0.00204950170947793,-0.00931110599856622,-0.00746670730866761,0.00302818299406926,-0.00046115615224239,0,-0.000307428934601238
"58",0.00244868703784817,-0.00165998446002291,-0.00018447045715435,-0.00184455145634255,-0.00838000508983638,-0.00672003258648246,0.00272536056826755,-0.00041503887222849,0,-0.000276685695088039
"59",0.00220381417876947,-0.00149399599632671,-0.000166022026974989,-0.00166009624713581,-0.00754201250240394,-0.00604802616389621,0.00245282116906331,-0.000373533636839271,0,-0.000249016845253502
"60",0.00198342939543572,-0.00134460448040219,-0.000149418703207801,-0.00149408657427186,-0.00678781774613446,-0.00544322105924255,0.00220753634483373,-0.000336179181499412,0,-0.00022411493363147
"61",0.00178508373023245,-0.00121015057800156,-0.000134475925178107,-0.00134467788136527,-0.00610904131530532,-0.00489889701831281,0.00198678051741563,-0.000302560379461525,0,-0.000201703256321305
"62",0.00160657314982604,-0.00108914081974332,-0.000121027597816362,-0.00121021006839195,-0.0054981416026112,-0.00440900583601467,0.00178810068940383,-0.000272303625972747,0,-0.000181532781645163
